180.0, 13.6986128461,54,1
180.0, 13.6489947074,54,1
180.0, 13.5589792063,54,1
180.0, 13.4594772611,54,1
180.0, 10.0831119991,54,1
180.0, 12.8462459838,54,1
180.0, 8.41318383995,54,1
180.0, 15.2415489703,54,1
180.0, 14.4341426669,54,1
180.0, 11.557770899,54,1
180.0, 13.3298267805,72,1
180.0, 7.01155376702,72,1
180.0, 17.7054377674,72,1
180.0, 17.4486950378,72,1
180.0, 17.7712178807,72,1
180.0, 11.3303669273,72,1
180.0, 11.4179009894,72,1
180.0, 18.1066656275,72,1
180.0, 17.2108279576,72,1
180.0, 17.2568472874,72,1
180.0, 13.2520502646,90,1
180.0, 17.0229697081,90,1
180.0, 4.51639354012,90,1
180.0, 17.0157688594,90,1
180.0, 10.6393360153,90,1
180.0, 10.4980713817,90,1
180.0, 10.5397331765,90,1
180.0, 10.9581108465,90,1
180.0, 4.47781162832,90,1
180.0, 10.4464303705,90,1
180.0, 5.25505380461,54,2
139.7, 0.983532429402,54,2
180.0, 5.26400572989,54,2
180.0, 5.29455519763,54,2
180.0, 5.23198309654,54,2
180.0, 5.22100524941,54,2
180.1, 5.27971463583,54,2
180.0, 5.27090371975,54,2
180.0, 5.3139238477,54,2
180.0, 5.30768110258,54,2
130.9, 0.989558121584,72,2
126.6, 0.980847312254,72,2
126.2, 0.993660028691,72,2
126.0, 0.988092898502,72,2
126.7, 0.984172024638,72,2
126.6, 0.996182756454,72,2
126.6, 0.991575193295,72,2
126.6, 0.99703839604,72,2
126.1, 0.995632471232,72,2
126.8, 0.980242125973,72,2
180.0, 17.8621206625,90,2
180.0, 17.0260179947,90,2
180.0, 10.640205805,90,2
180.0, 9.83018349456,90,2
180.0, 17.010607018,90,2
180.0, 17.0195637829,90,2
180.0, 10.4883909629,90,2
180.0, 17.8597231263,90,2
180.0, 17.0140006816,90,2
180.0, 10.5482057399,90,2
180.0, 4.89803013498,54,4
140.9, 0.970841124513,54,4
140.6, 0.998642905439,54,4
141.6, 0.961333496567,54,4
180.1, 13.1296345559,54,4
141.6, 0.983881308712,54,4
180.0, 13.2204558254,54,4
180.0, 5.18931427828,54,4
180.0, 13.2051878691,54,4
180.0, 5.08405151142,54,4
133.3, 0.993143180189,72,4
113.4, 0.99012536134,72,4
126.7, 0.987261237976,72,4
127.3, 0.995798269567,72,4
126.6, 0.983561103801,72,4
127.0, 0.98611962518,72,4
128.8, 0.989444885697,72,4
129.2, 0.990366861578,72,4
127.6, 0.994903706457,72,4
127.5, 0.980237258891,72,4
180.0, 17.8174910274,90,4
180.0, 17.0320660439,90,4
180.1, 9.96593823523,90,4
180.1, 10.7483240754,90,4
180.1, 17.0098884766,90,4
180.0, 17.0276543213,90,4
180.1, 17.8289748458,90,4
180.0, 17.0114829753,90,4
180.0, 17.011101804,90,4
180.0, 17.0177839273,90,4
180.0, 13.59164815,54,8
180.1, 17.1917397808,54,8
180.0, 3.81852709852,54,8
180.0, 17.8425208096,54,8
180.0, 14.5947746915,54,8
180.1, 17.2560143093,54,8
180.1, 13.6191251094,54,8
180.0, 13.5306896524,54,8
180.1, 2.38415403832,54,8
180.0, 11.458679359,54,8
180.0, 12.5381288203,72,8
180.1, 11.3103061902,72,8
180.0, 10.5775253844,72,8
180.0, 17.4288178189,72,8
180.2, 17.4315164737,72,8
180.1, 13.5789629053,72,8
180.0, 17.4254962679,72,8
180.1, 17.4350575008,72,8
180.0, 17.4220340284,72,8
180.0, 13.8711868688,72,8
180.0, 17.0165449519,90,8
180.1, 17.0243993288,90,8
180.1, 17.0152561862,90,8
180.0, 16.9089170935,90,8
180.0, 17.0107598999,90,8
180.0, 17.7479860449,90,8
180.0, 17.0175237689,90,8
180.0, 4.70631723419,90,8
180.0, 12.1127934217,90,8
180.0, 15.4107169795,90,8
